pr_text,po_text,label,issue,source,sheet,source_row,group_id
item_1 description ict equipment computer printer epson l3250 ict equipment computer printer epson l3250 pc quantity qty_34 unit unit_piece,item_1 description medical dental and laboratory supplies measles rubella mr vaccine medical dental and laboratory supplies measles rubella mr vaccine quantity qty_34 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,475,Sheet1:475
item_1 description ict equipment computer printer epson l3250 ict equipment computer printer epson l3250 pc quantity qty_34 unit unit_piece,item_1 description item description unavailable quantity qty_34 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,475,Sheet1:475
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description furniture and fixtures steel w cabinet 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description furniture and fixtures steel cabinet w 4 furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description furniture and fitures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description furniture and fixtures steel cabinet w 3 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,Needs Recanvass,Specification mismatch,COA specification change,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_51 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description medical equipment nebulizer adult medical equipment nebulizer adult pc quantity qty_49 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,122,Sheet1:122
item_1 description furniture and fixtures steel cabinet w 4 layers furniture and fixtures steel cabinet w 4 layers pc quantity qty_49 unit unit_piece,item_1 description item description unavailable quantity qty_49 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,122,Sheet1:122
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description communication equipment icom portable raio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_44 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_42 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description office equipment airconditioner 1 5hp office equipment airconditioner 1 5hp pc quantity qty_39 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,32,Sheet1:32
item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_39 unit unit_piece,item_1 description ndrhuei quantity qty_39 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,32,Sheet1:32
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw pc steel quantity qty_5 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description disaster response and rescue equipment steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipmnt chainsaw steel pc quantity qty_5 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_15 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_4 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description office equipment biometric machine office equipment biometric machine pc quantity qty_5 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,64,Sheet1:64
item_1 description disaster response and rescue equipment chainsaw steel disaster response and rescue equipment chainsaw steel pc quantity qty_5 unit unit_piece,item_1 description qrpoctbn quantity qty_5 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,64,Sheet1:64
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description communication radio equipment transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description communication equipment radio communication equipment radio transciever pc quantity qty_39 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description communicatin equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_44 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_bottle,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description ict equipment l210 printer ict equipment l210 printer pcs quantity qty_39 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,54,Sheet1:54
item_1 description communication equipment radio transciever communication equipment radio transciever pc quantity qty_39 unit unit_piece,item_1 description item description unavailable quantity qty_39 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,54,Sheet1:54
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description furniture and fixtures steel cabinet 4 furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description furniture and fixtures stel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 8 layers pc quantity qty_42 unit unit_piece,Needs Recanvass,Specification mismatch,COA specification change,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_39 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description office equipment binding machine office equipment binding machine pc quantity qty_42 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,205,Sheet1:205
item_1 description furniture and fixtures steel cabinet 4 layers furniture and fixtures steel cabinet 4 layers pc quantity qty_42 unit unit_piece,item_1 description item description unavailable quantity qty_42 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,205,Sheet1:205
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description office equipment camera digital camera equipment camera digital camera pc quantity qty_7 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description office equipment camera digital camera office equipmnt camera digital camera pc quantity qty_7 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_15 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_pack,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description communication equipment icom portable radio communication equipment icom portable radio pc quantity qty_7 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,981,Sheet1:981
item_1 description office equipment camera digital camera office equipment camera digital camera pc quantity qty_7 unit unit_piece,item_1 description item description unavailable quantity qty_7 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,981,Sheet1:981
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description office equipment heavy deskfan duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description office equipment deskfan heavy duty office deskfan heavy duty pc quantity qty_21 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description offie equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_28 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_box,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description communication equipment varilof antenna w intallation communication equipment varilof antenna w intallation pc quantity qty_21 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,1062,Sheet1:1062
item_1 description office equipment deskfan heavy duty office equipment deskfan heavy duty pc quantity qty_21 unit unit_piece,item_1 description gire quantity qty_21 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,1062,Sheet1:1062
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description ict equipment printer epson l360 ict printer epson l360 pcs quantity qty_29 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description ict euipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_39 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_27 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description furniture and fixtures office table wood furniture and fixtures office table wood pc quantity qty_29 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,645,Sheet1:645
item_1 description ict equipment printer epson l360 ict equipment printer epson l360 pcs quantity qty_29 unit unit_piece,item_1 description item description unavailable quantity qty_29 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,645,Sheet1:645
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description ict equipment l3210 printer eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description ict equipment printer l3210 eco tank aio ict printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description ict equipmnt printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_30 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_28 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description furniture and fixtures chair narra furniture and fixtures chair narra pcs quantity qty_27 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,68,Sheet1:68
item_1 description ict equipment printer l3210 eco tank aio ict equipment printer l3210 eco tank aio pc quantity qty_27 unit unit_piece,item_1 description item description unavailable quantity qty_27 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,68,Sheet1:68
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description communication cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description communication equipment cellphone communicaion equipment cellphone pc for return quantity qty_31 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_34 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_box,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description medical equipment doppler fetal medical equipment doppler fetal pc quantity qty_31 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,48,Sheet1:48
item_1 description communication equipment cellphone communication equipment cellphone pc for return quantity qty_31 unit unit_piece,item_1 description ciyznk quantity qty_31 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,48,Sheet1:48
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description medical olympus equipment cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description medical equipment olympus cx41 microscope equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description medical equipment olympus cx41 microscope medicl equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_43 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_roll,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description ict equipment computer set with printer xagm246065 ict equipment computer set with printer xagm246065 pc quantity qty_33 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,865,Sheet1:865
item_1 description medical equipment olympus cx41 microscope medical equipment olympus cx41 microscope pc quantity qty_33 unit unit_piece,item_1 description kryrmokgw hynbkxp quantity qty_33 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,865,Sheet1:865
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixtures office table and chair furniture and office table and chair pc quantity qty_46 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixtures office table and chair furniture and fixturs office table and chair pc quantity qty_46 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_49 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_47 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description furniture and fixture steel cabinet 4 drawers furniture and fixture steel cabinet 4 drawers pcs quantity qty_46 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures office table and chair furniture and fixtures office table and chair pc quantity qty_46 unit unit_piece,item_1 description item description unavailable quantity qty_46 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,632,Sheet1:632
item_1 description furniture and fixtures wooden learner s long table furniture and fixtures wooden learner s long table pcs quantity qty_7 unit unit_piece,item_1 description furniture and fixtures wooden learner s long table furniture and fixtures wooden learner s long table pcs quantity qty_7 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,321,Sheet1:321
item_1 description furniture and fixtures wooden learner s long table furniture and fixtures wooden learner s long table pcs quantity qty_7 unit unit_piece,item_1 description furniture and fixtures wooden learner s long table furniture and fixtures wooden learner s long table pcs quantity qty_7 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,321,Sheet1:321
item_1 description furniture and fixtures wooden learner s long table furniture and fixtures wooden learner s long table pcs quantity qty_7 unit unit_piece,item_1 description furniture and fixtures wooden learner s long table furniture and wooden learner s long table pcs quantity qty_7 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,321,Sheet1:321
